opid,operator,atype,remarks,phase_of_flt,ac_mass,num_engs,date,time_of_day,state,height,speed,effect,sky,species,birds_seen,birds_struck
AAL,AMERICAN AIRLINES,B-727-200,"NO DAMAGE, UNEVENTFUL LDG.",Approach,4,3,9/27/1997 0:00,Night,NJ,1500,160,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,"SMALL BLACK BIRD, PERHAPS GREAT TAILED GRACKLE.",Approach,4,2,10/10/1997 0:00,Dusk,TX,20,135,None,Some Cloud,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,B-757-200,HIT BIRD ON T/O. LOWER PORTION OF NOSE/RADOME/GEAR WAS STRUCK. NO  PROBLEMS NOTED.,Climb,4,2,3/31/1997 0:00,Day,PR,7,180,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,ON POST FLT INSPN THERE WAS A SMALL AMT OF BLOOD NEXT TO RDOME  AND ON 2 PLACES ON RT LE OF WING.,Approach,4,2,5/28/1997 0:00,Dusk,AB,500,125,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,FK-100,"FLT 844 PILOT ADZ  OF A BIRD STRIKE ON T/O.  A/C CONTD TO ORD, NO  REPTD DAMAGE.",Take-off run,4,2,8/5/1998 0:00,Day,NY,0,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 544 DFW-CLE REPTD SEVERAL BIRD STRIKES ON ROTATION AT 1736C.  FLT REPTD NO DAMAGE & CONTD TO CLE.,Climb,4,2,3/25/1998 0:00,Day,TX,NA,NA,NA,NA,UNKNOWN BIRD,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,FLT 1966. POSSIBLY HAWK OR EAGLE. BIRD STRUCK AT ROTATION.,Climb,4,2,12/18/1998 0:00,Day,MO,NA,NA,None,Overcast,"HAWKS, EAGLES, VULTURES",NA,1
AAL,AMERICAN AIRLINES,FK-100,ATIS WARNING. NO DAMAGE.,Approach,4,2,7/11/1997 0:00,Day,TX,400,130,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,"DID NOT SEE BIRD, ONLY HEARD STRIKE. NO OTHER INDICATIONS.",Approach,4,2,8/20/1997 0:00,Night,TX,2500,210,None,Some Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,"NO DAMAGE, NO PROBLEMS",Take-off run,4,2,3/14/1998 0:00,Day,TX,0,100,None,Overcast,GULLS,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE. STRIKE ENTERED IN A/C MAINT LOG. A/C REG N5DU,Approach,4,2,9/25/1997 0:00,Night,CA,400,130,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO KNOWN DMG.,Approach,4,2,9/15/1999 0:00,Day,TX,4500,250,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727,"FLT 9668, MAINT FLT, ROUND ROBIN FROM TUL RECD A BIRD STRIKE ON  APPCH 5 MI SOUT OF ARPT. LDG W/ NO REPTD DAMAGE.",Approach,4,3,8/7/1997 0:00,Day,OK,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,FK-100,RAN OVER 2 BIRDS ON T/O.,Take-off run,4,2,8/2/1998 0:00,Day,ON,0,100,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,B-757-200,ATIS WARNING.  FLT 674.,Approach,4,2,6/1/1998 0:00,Day,NJ,NA,NA,NA,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,FK-100,FLT 1142.  TIME = 1330 LCL. BIRD RECVD BY ARFF.,Approach,4,2,9/25/1997 0:00,Day,KY,10,NA,None,No Cloud,KILLDEER,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. FINAL APPCH.,Approach,4,2,9/25/1997 0:00,Dusk,TX,500,135,None,No Cloud,PURPLE MARTIN,10-Feb,1
AAL,AMERICAN AIRLINES,B-757-200,NO APPARENT DAMAGE.,Approach,4,2,9/30/1997 0:00,Day,TX,350,135,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE/INJURIES.,Take-off run,4,2,6/19/1997 0:00,Day,CO,0,150,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,DC-9,NA,Climb,4,2,6/19/1997 0:00,Day,NY,200,165,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-757-200,RADOME REQUIRED CHANG DUE TO DAMAGE. TIME = 1113LCL FLT2174,Approach,4,2,1/27/1998 0:00,Day,FL,400,140,None,Overcast,VULTURES,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 751. HIT A BIRD DURING FINAL. NO REPTD DAMAGE. TIME = 1745  PST.,Approach,4,2,1/21/1998 0:00,NA,CA,500,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE,Descent,4,2,8/23/1998 0:00,Night,TX,4200,250,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE.,Climb,4,3,4/8/1998 0:00,Day,NA,10,150,None,Some Cloud,UNKNOWN BIRD - SMALL,11-100,10-Feb
AAL,AMERICAN AIRLINES,MD-82,BIRD HIT NOSE GEAR STRUT HOUSING. NO DAMAGE. MAINT INSPCTD &  CLEANED MESS ON ARRIVAL.,Climb,4,2,9/13/1997 0:00,Day,NY,20,145,None,Overcast,GULLS,10-Feb,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE.,Take-off run,4,2,8/30/1997 0:00,Day,MO,0,130,None,No Cloud,SPARROWS,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE.,Climb,4,2,7/16/1997 0:00,Day,TX,8000,230,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,"FLT 1887 DEPTG, REPTD A BIRD STRIKE. NO APPARENT DAMAGE. FLT  CONTD TO KSJC. TIME = 1759Z. RWY CHECKED FOR DEBRIS.",Take-off run,4,2,6/7/1997 0:00,Day,TX,0,NA,None,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,"OTHER THAN NORMAL ""CAUTION FOR BIRDS IN VICINITY OF AIRPORT""  WHICH IS PROBABLY STANDARD IN EVERY ATIS BROADCAST, THERE WAS NO  OTHER REPORT IN THE AREA. IT DID SEEM SOMEWHAT UNUSUAL TO HIT ONE  THAT HIGH.",Climb,4,2,10/31/1997 0:00,Night,TX,2900,230,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE.,Landing Roll,4,2,8/13/1997 0:00,Day,NE,0,120,None,Some Cloud,SPARROWS,NA,1
AAL,AMERICAN AIRLINES,MD-82,SAW BIRDS ABOUT 1/2 SECOND BEFORE 1 HIT A/C JUST BELOW PILOT'S  CLEARVIEW (LEFT) WINDOW. NO APPARENT DAMAGE. ADZ ATC SO THAT  OTHER A/C IN VICINITY WOULD BE AWARE. TIME = 1757LCL,Descent,4,2,9/30/1997 0:00,Day,FL,4500,210,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE/INJURIES.,Climb,4,2,11/22/1997 0:00,Day,BC,50,160,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE,Take-off run,4,2,11/22/1997 0:00,Day,TX,0,120,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,DC-9-80,BIRD HIT TRAILING EDGE FLAP. BIRD REMAINS FOUND DURING PREFLT. NO  DAMAGE. INBOUND CREW UNAWARE THEY'D HIT A BIRD.,NA,4,2,4/12/1997 0:00,Day,NA,NA,NA,NA,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,SAW BIRD 2-3 SECS BEFORE IMPACT. NO DAMAGE JUST REMAINS  SPLATTERED ON WINDOW. (RT FWD OVERHEAD EYEBROW WINDOW),Take-off run,4,2,8/24/1997 0:00,Day,IN,0,150,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727,NO VISIBLE STRUCTURAL DAMAGE. FLT 274.,Approach,4,3,6/23/1998 0:00,Day,FL,100,145,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Approach,4,2,7/30/1998 0:00,Night,NM,400,150,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE.  TIME = 1244 LCL.,Climb,4,2,4/3/1997 0:00,Day,NY,50,150,None,Some Cloud,LAUGHING GULL,10-Feb,1
AAL,AMERICAN AIRLINES,DC-10-10,NO DAMAGE.,Climb,4,3,12/16/1997 0:00,Day,TX,150,170,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-767,FLT 698. TIME = 2030 LCL.  CAPT STATED HE HIT THE BIRD OVER THE  HOTEL. NO DAMAGE APPARENT.,Approach,4,2,10/16/1997 0:00,Night,NY,NA,NA,NA,Overcast,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE/INJURY. TIME = 2339 LCL. FLT 1475.,Approach,4,2,3/9/1998 0:00,Night,CA,1500,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,ATIS WARNING,Approach,4,2,4/22/1997 0:00,Day,TX,2000,180,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,A-300,NO DAMAGE/INJURY. TIME = 1800 LCL.,Approach,4,2,12/9/1997 0:00,Night,NY,1500,140,NA,Some Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE NOTED,Approach,4,2,5/24/1998 0:00,Night,RI,800,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,"BIRD STRIKE ON SHORT FINAL, NO DAMAGE.",Approach,4,2,5/6/1998 0:00,Night,NC,500,145,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE,Climb,4,2,8/26/1997 0:00,Day,MN,50,140,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,"# BIRDS STRUCK NOT REPTD, ASSUME 1. PILOT ADZ A/C SEEMED  NORMAL/UNDAMAGED. CONTD FLT. FLT 46.",Take-off run,4,2,8/1/1997 0:00,Day,CA,0,NA,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,"FLT 753. MULTIPLE GOOSE STRIKE AT 1830 LCL. FLT DIVERTED TO  NEWARK. LRG HOLE IN RADOME, MARKS ON WING. AIR SPEED PROBLEM.  3 GEESE FOUND LODGED IN RADOME.",Take-off run,4,2,4/4/1998 0:00,Dusk,NY,0,140,Precautionary Landing,Some Cloud,CANADA GOOSE,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,"FLT 580. OPS REPTD BIRD AS BABY FALCON, PILOT SAID HAWK.",Take-off run,4,2,7/9/1998 0:00,Day,CA,0,NA,None,No Cloud,HAWKS,NA,1
AAL,AMERICAN AIRLINES,MD-80,BLOOD ON LE RT WING.,Approach,4,2,1/3/1998 0:00,Day,TX,200,140,None,Overcast,UNKNOWN BIRD - SMALL,11-100,1
AAL,AMERICAN AIRLINES,B-767-200,BIRDS HIT NOSE DOME OF A/C. ONLY 1 FOUND  BUT MORE THAN 1 STRIKE OCCURRED.,Landing Roll,4,2,9/27/1997 0:00,Day,NY,0,NA,NA,No Cloud,TREE SWALLOW,NA,10-Feb
AAL,AMERICAN AIRLINES,B-727,NA,Take-off run,4,3,10/11/1997 0:00,Dawn,FL,0,100,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,A-300,NO DAMAGE NOTED,Descent,4,2,10/6/1997 0:00,Night,MA,4000,220,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE NOTED.,Take-off run,4,3,8/20/1998 0:00,Day,MO,0,130,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE FOUND.,Climb,4,2,10/23/1997 0:00,Day,FL,10,135,None,No Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Approach,4,2,4/20/1997 0:00,Night,AL,1500,190,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,10-Feb
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE.,Approach,4,3,5/4/1998 0:00,Night,MO,1500,150,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-727-200,"BIRD HIT A/C JUST AFT OF CO-PILOT'S EYEBROW WINDOW. ENGS 2 & 3  INSPCTD, NO DAMAGE NOTED.",Approach,4,3,1/3/1998 0:00,Night,NA,2500,150,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE NOTED,Take-off run,4,2,9/29/1997 0:00,Day,AK,0,125,None,No Cloud,SPARROWS,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,WHITE BIRD HIT UPPER L FUSELAGE FORWRD OF ENTRY DOOR. DENTED L  ENG NOSE COWL THEN HIT VERTICAL FIN.,Climb,4,2,10/20/1997 0:00,Night,TX,7000,250,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,"FLT 527 REPT A BIRD STRIKE. # NOT REPTD, ASSUME 1. FLT CONTD &  LANDED W/O INCID. NO DAMAGE FOUND ON INSPN.",Approach,4,2,8/24/1997 0:00,Night,TX,3000,NA,None,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-767-300,"FLT 131 HAD NO DAMAGE. # BIRDS STRUCK NOT REPTD, ASSUME 1.GE REPTS FAN BLADE DAMAGE. NO CORE INGESTION.",Approach,4,2,4/4/1998 0:00,Day,NY,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NO DAMAGE.,Landing Roll,4,2,10/30/1997 0:00,Day,TX,0,NA,None,Some Cloud,EUROPEAN STARLING,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,"UNKN IF DAMAGE AT THIS TIME, A/C WRITTEN UP TO CHECK NOSE & FOD  CHECK OF BOTH ENGINES.",Approach,4,2,4/4/1997 0:00,Night,TX,100,140,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,A-300,"FLT 1704. UNKN IF DAMAGE. # BIRDS STRUCK NOT REPTD, ASSUME 1.",Approach,4,2,6/6/1997 0:00,Night,PA,4,150,NA,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. ATIS WARNING.,Approach,4,2,3/23/1997 0:00,Day,TX,500,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 1727 HAD A STRIKE ON DEPTR. NO DAMAGE. 2 DEAD BIRDS. FLT  CONTD TO KLAS. TIME = 1426Z,Climb,4,2,3/23/1997 0:00,Day,TX,NA,NA,NA,NA,UNKNOWN BIRD,NA,10-Feb
AAL,AMERICAN AIRLINES,FK-100,"NO DAMAGE, STRUCK LE RT WING.",Approach,4,2,8/1/1997 0:00,Day,MN,20,140,None,No Cloud,EUROPEAN STARLING,11-100,1
AAL,AMERICAN AIRLINES,MD-82,NA,Take-off run,4,2,4/10/1998 0:00,NA,CA,0,110,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. TIME = 0705 LCL.,Take-off run,4,2,4/11/1998 0:00,Day,CA,0,80,None,Some Cloud,GULLS,11-100,1
AAL,AMERICAN AIRLINES,B-757-200,"VERY SMALL BIRD, POSSIBLY A BAT. NO DAMAGE.",Approach,4,2,5/2/1998 0:00,Night,TX,100,127,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,NA,Approach,4,2,3/27/1997 0:00,Night,NJ,500,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NA,Climb,4,2,8/28/1997 0:00,Day,NA,10,140,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Approach,4,2,3/31/1997 0:00,Day,TX,300,140,None,NA,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,A-300,NO KNOWN DAMAGE OR INJURIES.,Approach,4,2,9/30/1997 0:00,Night,NY,900,160,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,"FLT 1382 HAD A BIRD STRIKE ON LDG AT 1148 LCL. NO REPTD DAMAGE.  DFW FSDO NOTIFIED. BIRD WAS WHITE, POSSIBLY KILLDEER.",Landing Roll,4,2,4/21/1997 0:00,Day,TX,0,115,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,MD-80,ATIS WARNING.,Landing Roll,4,2,8/30/1998 0:00,Night,NJ,0,75,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Approach,4,2,7/31/1997 0:00,Day,TX,20,140,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,AL 50 REPTD MULTIPLE SMALL BIRD STRIKES. NO DAMAGE.,Climb,4,2,1/6/1999 0:00,Day,CO,100,NA,None,NA,UNKNOWN BIRD - SMALL,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-82,POSSIBLE HAWK. HIT BETWEEN PITOT TUBES ON NOSE & GLANCED UP TO  CENTER WINDSHLD.,Climb,4,2,10/11/1998 0:00,Day,VA,5000,250,None,No Cloud,UPLAND SANDPIPER,NA,1
AAL,AMERICAN AIRLINES,FK-100,"FLT 1407, DFW-AMA, 2 BIRDS STRUCK WINDSHLD WHILE A/C WAS ON 1MI  FINAL. NO DAMAGE. FLT LANDED W/O INCID. THE BIRDS WERE DUCK SIZE.",Approach,4,2,6/20/1998 0:00,Day,TX,600,140,None,No Cloud,UNKNOWN BIRD - LARGE,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. CLEANED WINDSCREEN,Approach,4,2,7/29/1998 0:00,Day,TX,1500,170,None,No Cloud,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,FK-100,HIT FLAP. NO DAMAGE,Landing Roll,4,2,12/15/1998 0:00,Day,OK,0,130,None,No Cloud,GREAT BLUE HERON,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Take-off run,4,2,8/19/1998 0:00,Day,IL,0,130,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,"PROB A HAWK. MOST ARPTS, ESPECIALLY KDFW, PUT BIRDS ON EVERY ATIS  JUST TO COVER THEMSELVES SO YOU HAVE A TENDENCY TO IGNORE IT.",Approach,4,2,3/17/1997 0:00,Night,MO,800,160,None,Overcast,HAWKS,NA,1
AAL,AMERICAN AIRLINES,DC-9-80,ON ROTATION A SMALL BIRD STRUCK FORWARD NOSE AREA & IMPACTED THE  RAM AIR TEMP(RAT) PROBE. EFFECT WAS ERRONEOUS RAT READINGS WHICH  CAUSED THE AUTO THROTTLE TO REDUCE POWER TO A SETTING TOO LOW TO  SUSTAIN A CLIMB. TRI & AUTOTHROTTLE WERE ALSO UNUSABLE. EFFECT  WAS A MUCH LOWER PWR SETTING THAN THAT REQD FOR A CLB WHEN CLB  PWR WAS SELECTED.  AUTOTHROTTLE WAS DISCONNECTED & THE FLT WAS  UNEVENTFUL USING MANUAL THROTTLE WITH BOOK SETTINGS.,Take-off run,4,2,3/11/1997 0:00,Day,CA,0,130,Other,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Climb,4,2,4/28/1998 0:00,Day,MO,100,160,None,Some Cloud,UNKNOWN BIRD - SMALL,11-100,1
AAL,AMERICAN AIRLINES,MD-82,"OTHER A/C NOTIFIED TWR, TWR NOTIFIED US THT GULLS WERE ON RWY  ABOUT 1500' FROM LDG THRESHOLD. AFTER T/D, 1 GULL STRUCK RT WING.",Landing Roll,4,2,3/15/1998 0:00,Day,TX,0,120,None,Overcast,GULLS,11-100,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE.,Approach,4,2,7/11/1997 0:00,Day,TX,1100,130,None,Some Cloud,AMERICAN CROW,NA,1
AAL,AMERICAN AIRLINES,B-727-200,"PROBABLY HIT WING & TAIL. ATIS WARNING.  ATC ADZ. CONTRIBUTING  CAUSE IS THAT ARPT IS ALLOWING GRASS TO GROW HIGHER THAN 8-10""  ALLOWED TO PROMOTE WILDFLOWER GROWTH. REPTD AT SEAGULL SIZE WHITE  BIRDS. DOLBEER SUSPECTS CATTLE EGRET. RON MERRITT SAID COULD BE  EITHER BUT THERE IS NOT A BIG PROB WITH EGRETS YET.",Approach,4,3,4/30/1998 0:00,Day,TX,50,140,None,No Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE.,Approach,4,2,10/5/1997 0:00,Day,IN,500,125,None,No Cloud,SWALLOWS,NA,1
AAL,AMERICAN AIRLINES,FK-100,FLT 1626. NO DAMAGE.,Climb,4,2,8/19/1998 0:00,Day,NA,50,160,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,HIT 4 GULLS. NO DAMAGE/INJURIES. TIME = 1810Z.,Take-off run,4,2,1/1/1997 0:00,Day,NC,0,125,Aborted Take-off,Overcast,GULLS,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-82,EXTENT OF DAMAGE NOT REPTD.,Climb,4,2,10/13/1997 0:00,Day,NV,12500,290,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,FK-100,NA,Take-off run,4,2,8/5/1998 0:00,Day,MN,0,130,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-757-200,"FLT 639. TWR SAW FIRE COMING FROM ENG TAILPIPE. A/C LANDED W/O  INCID. WITH 54 POB & 33,000 LBS OF FUEL. FLAMES WERE  EXTINGUISHED QUICKLY & A/C. TAXIED TO GATE W/O FURTHER INCID.   COMPRESSOR STALL, OPERATED ENG AT IDLE UNTIL AFTER LDG. THEN SHUT  DOWN & PULLED FIRE HANDLE. 4 BLADES DAMAGED, 2 SIGNIF. NO ENG  VIB.",Climb,4,2,7/13/1998 0:00,Day,TX,1200,180,Precautionary Landing,Some Cloud,HAWKS,NA,1
AAL,AMERICAN AIRLINES,FK-28-1000,NO DAMAGE/INJURIES. FLT CONTD TO DEST.,Take-off run,4,2,2/3/1997 0:00,Day,MA,0,140,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NA,Landing Roll,4,2,1/27/1998 0:00,Day,TX,0,100,None,No Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,"STRUCK A BIRD ON ARRIVAL, NO DAMAGE.",Approach,4,2,9/9/1998 0:00,Night,VA,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-82,A/C STRUCK BIRD ABOVE F/O WINDOW.,Climb,4,2,2/12/1998 0:00,Day,CA,300,200,None,No Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,1
AAL,AMERICAN AIRLINES,FK-100,NA,Climb,4,2,10/14/1997 0:00,Night,GA,2000,200,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,"RADOME & F/O'S WINDOW STRUCK, BUT NO DAMAGE. TIME = 0010 LCL.  ACTUAL TIME OUT OF SVC = 1.5 HRS. A/C DECLARED AN EMERGENCY &  LANDED W/O INCIDENT.",Climb,4,2,2/12/1998 0:00,Night,OR,100,160,Precautionary Landing,Overcast,MALLARD,NA,1
AAL,AMERICAN AIRLINES,MD-83,NO DAMAGE/INJURY,Climb,4,2,5/15/1997 0:00,Day,TX,4000,250,NA,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE. ATIS WARNING.,Approach,4,2,3/14/1997 0:00,Day,UT,50,140,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE,Take-off run,4,2,9/14/1998 0:00,Dawn,KY,0,120,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,MD-80,"FLT 708. PERFORMED BIRD STRIKE INSPN, NO DAMAGE FOUND.",Landing Roll,4,2,6/17/1998 0:00,Day,NY,0,120,None,No Cloud,GULLS,10-Feb,1
AAL,AMERICAN AIRLINES,FK-100,"1 BIRD STRUCK ON SHORT FINAL, NO FLOCKS SEEN OR REPTD IN AREA.  DAMAGE NEGLIGIBLE IF AT ALL.",Approach,4,2,5/21/1997 0:00,Night,MN,400,140,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,"FLT 1795, FROM KORD TO KRST, STRUCK A BIRD ON FINAL CAUSING DAMGE  TO RT LANDING LIGHT. A/C LANDED W/O INCIDENT AT 0316Z. POSSIBLY A  DUCK. DAMAGE TO BE REPAIRED PRIOR TO SCHEDULED MORNING DEPTR.",Approach,4,2,5/21/1997 0:00,Night,MN,NA,NA,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-727-200,BIRD ACTIVITY NOT OBSVD OR REPTD. HIT LOWER L SIDE OF FUSELAGE.  NO KNOWN DAMAGE.,Landing Roll,4,3,5/19/1997 0:00,Day,MO,0,120,None,No Cloud,MOURNING DOVE,NA,1
AAL,AMERICAN AIRLINES,MD-82,"WHILE CLIMBING THRU 3500 MSL, INGESTED BIRD IN  RT ENG. MOMENTARY  LOSS OF POWER WHICH RECOVERED W/IN A FEW SECONDS SO THAT A NORMAL  LDG BACK AT ORD WAS MADE. POST FLT INSPN REVEALED DAMAGE TO  COMPRESSOR CONE & 4 STATOR BLADES.",Climb,4,2,11/10/1997 0:00,Night,IL,2830,NA,Precautionary Landing,Overcast,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,BA-41 JETSTR,NO DAMAGE NOTED BY FLT CREW OR MAINT.,Approach,3,2,9/23/1998 0:00,Day,DC,750,122,None,No Cloud,SPARROWS,NA,1
